accession,uniprot_entry_name,gene_symbol,protein_name,ensembl_gene_id,primary_topology_class,simplified_topology_bucket,antibody_accessibility_tier,final_accessible_in_vivo,final_accessibility_bucket,final_accessibility_confidence,surfy_surfaceome_support,surfy_tm_domains,surfy_topology,surfy_uniprot_subcellular,surfy_uniprot_keywords,hpa_predicted_secreted_support,uhlen_secretome_support,supporting_evidence_sources,has_nonisoform_surface_annotation,has_nonisoform_secreted_annotation,has_isoform_specific_surface_annotation,has_isoform_specific_secreted_annotation,has_peripheral_membrane_annotation,surface_topology_values,nonisoform_surface_locations,nonisoform_secreted_locations,relevant_keywords,classification_evidence,classification_notes,explored_as_therapeutic,total_asset_count,active_program_asset_count,discontinued_asset_count,approved_asset_count,phase3_asset_count,phase2_asset_count,phase1_asset_count,unknown_asset_count
Q99758,ABCA3_HUMAN,ABCA3,Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form],,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-20;TM:21-42;NC:43-261;TM:262-282;CY:283-302;TM:303-326;NC:327-345;TM:346-368;CY:369-374;TM:375-393;NC:394-925;TM:926-947;CY:948-1099;TM:1100-1120;NC:1121-1140;TM:1141-1163;CY:1164-1182;TM:1183-1207;NC:1208-1213;TM:1214-1235;CY:1236-1246;TM:1247-1265;NC:1266-1303;TM:1304-1324;CY:1325-1704,Membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Complete proteome;Disease mutation;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,SURFY,0,0,0,0,0,,,,Membrane|Transmembrane|Transmembrane helix,external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-20;TM:21-42;NC:43-261;TM:262-282;CY:283-302;TM:303-326;NC:327-345;TM:346-368;CY:369-374;TM:375-393;NC:394-925;TM:926-947;CY:948-1099;TM:1100-1120;NC:1121-1140;TM:1141-1163;CY:1164-1182;TM:1183-1207;NC:1208-1213;TM:1214-1235;CY:1236-1246;TM:1247-1265;NC:1266-1303;TM:1304-1324;CY:1325-1704,broad cell-surface count is inflated by multipass membrane proteins | surface topology assigned from SURFY topology metadata,0,0,0,0,0,0,0,0,0
P78363,ABCA4_HUMAN,ABCA4,Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-22;TM:23-42;NC:43-646;TM:647-668;CY:669-693;TM:694-719;NC:720-730;TM:731-751;CY:752-759;TM:760-783;NC:784-835;TM:836-857;CY:858-1372;TM:1373-1396;NC:1397-1727;TM:1728-1749;CY:1750-1760;TM:1761-1779;NC:1780-1790;TM:1791-1816;CY:1817-1827;TM:1828-1851;NC:1852-1874;TM:1875-1896;CY:1897-2273,Membrane (Multi-pass membrane protein),Age-related macular degeneration;ATP-binding;Complete proteome;Cone-rod dystrophy;Disease mutation;Disulfide bond;Glycoprotein;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Retinitis pigmentosa;Sensory transduction;Stargardt disease;Transmembrane;Transmembrane helix;Transport;Vision,0,0,SURFY,0,0,0,0,0,,,,Membrane|Transmembrane|Transmembrane helix,external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-22;TM:23-42;NC:43-646;TM:647-668;CY:669-693;TM:694-719;NC:720-730;TM:731-751;CY:752-759;TM:760-783;NC:784-835;TM:836-857;CY:858-1372;TM:1373-1396;NC:1397-1727;TM:1728-1749;CY:1750-1760;TM:1761-1779;NC:1780-1790;TM:1791-1816;CY:1817-1827;TM:1828-1851;NC:1852-1874;TM:1875-1896;CY:1897-2273,broad cell-surface count is inflated by multipass membrane proteins | surface topology assigned from SURFY topology metadata,0,0,0,0,0,0,0,0,0
Q8WWZ7,ABCA5_HUMAN,ABCA5,Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,15,CY:1-35;TM:36-53;NC:54-220;TM:221-242;CY:243-261;TM:262-285;NC:286-296;TM:297-317;CY:318-328;TM:329-348;NC:349-353;TM:354-375;CY:376-394;TM:395-417;NC:418-863;TM:864-882;CY:883-965;TM:966-988;NC:989-1020;TM:1021-1040;CY:1041-1069;TM:1070-1092;NC:1093-1100;TM:1101-1125;CY:1126-1136;TM:1137-1159;NC:1160-1164;TM:1165-1187;CY:1188-1206;TM:1207-1228;NC:1229-1642,Golgi apparatus membrane (Multi-pass membrane protein);Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Complete proteome;Endosome;Glycoprotein;Golgi apparatus;Lysosome;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=15 topology=CY:1-35;TM:36-53;NC:54-220;TM:221-242;CY:243-261;TM:262-285;NC:286-296;TM:297-317;CY:318-328;TM:329-348;NC:349-353;TM:354-375;CY:376-394;TM:395-417;NC:418-863;TM:864-882;CY:883-965;TM:966-988;NC:989-1020;TM:1021-1040;CY:1041-1069;TM:1070-1092;NC:1093-1100;TM:1101-1125;CY:1126-1136;TM:1137-1159;NC:1160-1164;TM:1165-1187;CY:1188-1206;TM:1207-1228;NC:1229-1642,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8N139,ABCA6_HUMAN,ABCA6,ATP-binding cassette sub-family A member 6 (EC 7.6.2.-),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,SP:1-52;NC:53-221;TM:222-242;CY:243-262;TM:263-286;NC:287-291;TM:292-318;CY:319-326;TM:327-348;NC:349-394;TM:395-417;CY:418-853;TM:854-877;NC:878-1017;TM:1018-1036;CY:1037-1056;TM:1057-1082;NC:1083-1093;TM:1094-1117;CY:1118-1127;TM:1128-1147;NC:1148-1152;TM:1153-1174;CY:1175-1193;TM:1194-1214;NC:1215-1617,Membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Complete proteome;Glycoprotein;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,SURFY,0,0,0,0,0,,,,Membrane|Transmembrane|Transmembrane helix,external_surface: SURFY positive surfaceome member tm_domains=12 topology=SP:1-52;NC:53-221;TM:222-242;CY:243-262;TM:263-286;NC:287-291;TM:292-318;CY:319-326;TM:327-348;NC:349-394;TM:395-417;CY:418-853;TM:854-877;NC:878-1017;TM:1018-1036;CY:1037-1056;TM:1057-1082;NC:1083-1093;TM:1094-1117;CY:1118-1127;TM:1128-1147;NC:1148-1152;TM:1153-1174;CY:1175-1193;TM:1194-1214;NC:1215-1617,broad cell-surface count is inflated by multipass membrane proteins | surface topology assigned from SURFY topology metadata,0,0,0,0,0,0,0,0,0
Q8IZY2,ABCA7_HUMAN,ABCA7,Phospholipid-transporting ATPase ABCA7 (EC 7.6.2.1) (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,15,CY:1-22;TM:23-42;NC:43-549;TM:550-570;CY:571-589;TM:590-614;NC:615-625;TM:626-646;CY:647-653;TM:654-673;NC:674-684;TM:685-707;CY:708-726;TM:727-750;NC:751-849;TM:850-869;CY:870-1238;TM:1239-1261;NC:1262-1535;TM:1536-1558;CY:1559-1577;TM:1578-1605;NC:1606-1616;TM:1617-1636;CY:1637-1646;TM:1647-1669;NC:1670-1682;TM:1683-1701;CY:1702-1732;TM:1733-1751;NC:1752-2146,Cell membrane (Multi-pass membrane protein);Endosome membrane (Multi-pass membrane protein);Golgi apparatus membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Disulfide bond;Endosome;Glycoprotein;Golgi apparatus;Membrane;Nucleotide-binding;Phagocytosis;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=12917409|14592415 || external_surface: SURFY positive surfaceome member tm_domains=15 topology=CY:1-22;TM:23-42;NC:43-549;TM:550-570;CY:571-589;TM:590-614;NC:615-625;TM:626-646;CY:647-653;TM:654-673;NC:674-684;TM:685-707;CY:708-726;TM:727-750;NC:751-849;TM:850-869;CY:870-1238;TM:1239-1261;NC:1262-1535;TM:1536-1558;CY:1559-1577;TM:1578-1605;NC:1606-1616;TM:1617-1636;CY:1637-1646;TM:1647-1669;NC:1670-1682;TM:1683-1701;CY:1702-1732;TM:1733-1751;NC:1752-2146,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
O94911,ABCA8_HUMAN,ABCA8,ABC-type organic anion transporter ABCA8 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,14,CY:1-30;TM:31-48;NC:49-223;TM:224-244;CY:245-263;TM:264-288;NC:289-293;TM:294-319;CY:320-327;TM:328-350;NC:351-356;TM:357-377;CY:378-396;TM:397-419;NC:420-821;TM:822-841;CY:842-980;TM:981-1000;NC:1001-1024;TM:1025-1048;CY:1049-1061;TM:1062-1084;NC:1085-1094;TM:1095-1116;CY:1117-1122;TM:1123-1145;NC:1146-1158;TM:1159-1180;CY:1181-1581,Cell membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Glycoprotein;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Basolateral cell membrane|Cell membrane|Lateral cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Basolateral cell membrane [Multi-pass membrane protein] pmids=28882873|29300488; Lateral cell membrane [Multi-pass membrane protein] pmids=28882873|29300488; Cell membrane [Multi-pass membrane protein] pmids=28882873|29300488 || external_surface: SURFY positive surfaceome member tm_domains=14 topology=CY:1-30;TM:31-48;NC:49-223;TM:224-244;CY:245-263;TM:264-288;NC:289-293;TM:294-319;CY:320-327;TM:328-350;NC:351-356;TM:357-377;CY:378-396;TM:397-419;NC:420-821;TM:822-841;CY:842-980;TM:981-1000;NC:1001-1024;TM:1025-1048;CY:1049-1061;TM:1062-1084;NC:1085-1094;TM:1095-1116;CY:1117-1122;TM:1123-1145;NC:1146-1158;TM:1159-1180;CY:1181-1581,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8IUA7,ABCA9_HUMAN,ABCA9,ATP-binding cassette sub-family A member 9 (EC 7.6.2.-),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,14,CY:1-30;TM:31-49;NC:50-224;TM:225-245;CY:246-264;TM:265-288;NC:289-293;TM:294-320;CY:321-328;TM:329-351;NC:352-356;TM:357-377;CY:378-396;TM:397-420;NC:421-862;TM:863-884;CY:885-1025;TM:1026-1045;NC:1046-1064;TM:1065-1085;CY:1086-1098;TM:1099-1125;NC:1126-1135;TM:1136-1154;CY:1155-1160;TM:1161-1182;NC:1183-1201;TM:1202-1223;CY:1224-1624,Membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Complete proteome;Glycoprotein;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=14 topology=CY:1-30;TM:31-49;NC:50-224;TM:225-245;CY:246-264;TM:265-288;NC:289-293;TM:294-320;CY:321-328;TM:329-351;NC:352-356;TM:357-377;CY:378-396;TM:397-420;NC:421-862;TM:863-884;CY:885-1025;TM:1026-1045;NC:1046-1064;TM:1065-1085;CY:1086-1098;TM:1099-1125;NC:1126-1135;TM:1136-1154;CY:1155-1160;TM:1161-1182;NC:1183-1201;TM:1202-1223;CY:1224-1624,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P08183,MDR1_HUMAN,ABCB1,ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1) (Multidrug resistance protein 1) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-48;TM:49-72;NC:73-114;TM:115-139;CY:140-189;TM:190-208;NC:209-213;TM:214-235;CY:236-292;TM:293-316;NC:317-327;TM:328-346;CY:347-707;TM:708-733;NC:734-753;TM:754-777;CY:778-832;TM:833-853;NC:854-858;TM:859-879;CY:880-936;TM:937-955;NC:956-973;TM:974-995;CY:996-1280,Cell membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Glycoprotein;Hydrolase;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Apical cell membrane|Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Apical cell membrane [Multi-pass membrane protein] pmids=28408210|35970996|8898203; Cell membrane [Multi-pass membrane protein] pmids=28408210|35970996|8898203 || external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-48;TM:49-72;NC:73-114;TM:115-139;CY:140-189;TM:190-208;NC:209-213;TM:214-235;CY:236-292;TM:293-316;NC:317-327;TM:328-346;CY:347-707;TM:708-733;NC:734-753;TM:754-777;CY:778-832;TM:833-853;NC:854-858;TM:859-879;CY:880-936;TM:937-955;NC:956-973;TM:974-995;CY:996-1280,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
O95342,ABCBB_HUMAN,ABCB11,Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-58;TM:59-83;NC:84-143;TM:144-167;CY:168-216;TM:217-236;NC:237-241;TM:242-263;CY:264-319;TM:320-343;NC:344-354;TM:355-374;CY:375-751;TM:752-775;NC:776-794;TM:795-820;CY:821-875;TM:876-894;NC:895-899;TM:900-917;CY:918-978;TM:979-998;NC:999-1014;TM:1015-1035;CY:1036-1321,Membrane (Multi-pass membrane protein),ATP-binding;Complete proteome;Disease mutation;Glycoprotein;Intrahepatic cholestasis;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Apical cell membrane|Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Apical cell membrane [Multi-pass membrane protein] pmids=15791618|20010382|20398791|22262466|29507376|30431138; Cell membrane [Multi-pass membrane protein] pmids=15791618|20010382|20398791|22262466|29507376|30431138 || external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-58;TM:59-83;NC:84-143;TM:144-167;CY:168-216;TM:217-236;NC:237-241;TM:242-263;CY:264-319;TM:320-343;NC:344-354;TM:355-374;CY:375-751;TM:752-775;NC:776-794;TM:795-820;CY:821-875;TM:876-894;NC:895-899;TM:900-917;CY:918-978;TM:979-998;NC:999-1014;TM:1015-1035;CY:1036-1321,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P21439,MDR3_HUMAN,ABCB4,Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (P-glycoprotein 3),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-54;TM:55-78;NC:79-117;TM:118-142;CY:143-191;TM:192-211;NC:212-216;TM:217-237;CY:238-296;TM:297-318;NC:319-329;TM:330-351;CY:352-707;TM:708-733;NC:734-752;TM:753-776;CY:777-831;TM:832-852;NC:853-857;TM:858-878;CY:879-935;TM:936-954;NC:955-972;TM:973-993;CY:994-1286,Cell membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Disease mutation;Glycoprotein;Hydrolase;Intrahepatic cholestasis;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Apical cell membrane|Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Apical cell membrane [Multi-pass membrane protein] pmids=15258199|19674157|21820390|23468132|24045840|24122873|24594635|24723470|24806754|28012258|8898203; Cell membrane [Multi-pass membrane protein] pmids=15258199|19674157|21820390|23468132|24045840|24122873|24594635|24723470|24806754|28012258|8898203 || external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-54;TM:55-78;NC:79-117;TM:118-142;CY:143-191;TM:192-211;NC:212-216;TM:217-237;CY:238-296;TM:297-318;NC:319-329;TM:330-351;CY:352-707;TM:708-733;NC:734-752;TM:753-776;CY:777-831;TM:832-852;NC:853-857;TM:858-878;CY:879-935;TM:936-954;NC:955-972;TM:973-993;CY:994-1286,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q2M3G0,ABCB5_HUMAN,ABCB5,ATP-binding cassette sub-family B member 5 (ABCB5 P-gp) (P-glycoprotein ABCB5) (EC 7.6.2.2),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,12,CY:1-44;TM:45-68;NC:69-107;TM:108-131;CY:132-181;TM:182-201;NC:202-206;TM:207-229;CY:230-288;TM:289-308;NC:309-319;TM:320-343;CY:344-689;TM:690-714;NC:715-733;TM:734-757;CY:758-812;TM:813-833;NC:834-838;TM:839-862;CY:863-916;TM:917-935;NC:936-953;TM:954-975;CY:976-1257,Cell membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Differentiation;Glycoprotein;Membrane;Nucleotide-binding;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=12960149 || external_surface: SURFY positive surfaceome member tm_domains=12 topology=CY:1-44;TM:45-68;NC:69-107;TM:108-131;CY:132-181;TM:182-201;NC:202-206;TM:207-229;CY:230-288;TM:289-308;NC:309-319;TM:320-343;CY:344-689;TM:690-714;NC:715-733;TM:734-757;CY:758-812;TM:813-833;NC:834-838;TM:839-862;CY:863-916;TM:917-935;NC:936-953;TM:954-975;CY:976-1257,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9NP58,ABCB6_HUMAN,ABCB6,ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5) (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,0,,,,,0,0,UniProt,1,1,0,0,0,Multi-pass membrane protein,Cell membrane,Secreted,Cell membrane|Membrane|Mitochondrion outer membrane|Secreted|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=10837493|17006453|17661442|18279659|21199866|22226084|22246506|22655043|23180570|23792964|25627919|27507172|29940187|31053883 || secreted: Secreted [Multi-pass membrane protein] pmids=10837493|17006453|17661442|18279659|21199866|22226084|22246506|22655043|23180570|23792964|25627919|27507172|29940187|31053883,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9NP78,ABCB9_HUMAN,ABCB9,ABC-type oligopeptide transporter ABCB9 (EC 7.4.2.6) (ATP-binding cassette sub-family B member 9) (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,8,NC:1-5;TM:6-27;CY:28-47;TM:48-69;NC:70-80;TM:81-103;CY:104-114;TM:115-137;NC:138-184;TM:185-208;CY:209-227;TM:228-254;NC:255-323;TM:324-346;CY:347-408;TM:409-431;NC:432-766,Lysosome membrane (Multi- pass membrane protein),Alternative splicing;ATP-binding;Complete proteome;Lysosome;Membrane;Nucleotide-binding;Peptide transport;Polymorphism;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport,0,0,SURFY,0,0,0,0,0,,,,Membrane|Transmembrane|Transmembrane helix,external_surface: SURFY positive surfaceome member tm_domains=8 topology=NC:1-5;TM:6-27;CY:28-47;TM:48-69;NC:70-80;TM:81-103;CY:104-114;TM:115-137;NC:138-184;TM:185-208;CY:209-227;TM:228-254;NC:255-323;TM:324-346;CY:347-408;TM:409-431;NC:432-766,broad cell-surface count is inflated by multipass membrane proteins | surface topology assigned from SURFY topology metadata,0,0,0,0,0,0,0,0,0
P33527,MRP1_HUMAN,ABCC1,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,17,NC:1-36;TM:37-56;CY:57-75;TM:76-94;NC:95-99;TM:100-124;CY:125-135;TM:136-153;NC:154-172;TM:173-191;CY:192-315;TM:316-335;NC:336-362;TM:363-385;CY:386-436;TM:437-459;NC:460-464;TM:465-485;CY:486-542;TM:543-571;NC:572-590;TM:591-611;CY:612-968;TM:969-991;NC:992-1023;TM:1024-1045;CY:1046-1089;TM:1090-1110;NC:1111-1115;TM:1116-1134;CY:1135-1199;TM:1200-1220;NC:1221-1226;TM:1227-1247;CY:1248-1531,Cell membrane (Multi-pass membrane protein),3D-structure;Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Glycoprotein;Hydrolase;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Basolateral cell membrane|Cell membrane|Lateral cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Basolateral cell membrane [Multi-pass membrane protein] pmids=16230346|31273342|9426231; Lateral cell membrane [Multi-pass membrane protein] pmids=16230346|31273342|9426231; Cell membrane [Multi-pass membrane protein] pmids=16230346|31273342|9426231 || external_surface: SURFY positive surfaceome member tm_domains=17 topology=NC:1-36;TM:37-56;CY:57-75;TM:76-94;NC:95-99;TM:100-124;CY:125-135;TM:136-153;NC:154-172;TM:173-191;CY:192-315;TM:316-335;NC:336-362;TM:363-385;CY:386-436;TM:437-459;NC:460-464;TM:465-485;CY:486-542;TM:543-571;NC:572-590;TM:591-611;CY:612-968;TM:969-991;NC:992-1023;TM:1024-1045;CY:1046-1089;TM:1090-1110;NC:1111-1115;TM:1116-1134;CY:1135-1199;TM:1200-1220;NC:1221-1226;TM:1227-1247;CY:1248-1531,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q5T3U5,MRP7_HUMAN,ABCC10,ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,19,SP:1-16;NC:17-31;TM:32-50;CY:51-69;TM:70-90;NC:91-101;TM:102-122;CY:123-133;TM:134-154;NC:155-168;TM:169-190;CY:191-284;TM:285-311;NC:312-322;TM:323-340;CY:341-392;TM:393-415;NC:416-420;TM:421-441;CY:442-504;TM:505-527;NC:528-538;TM:539-562;CY:563-878;TM:879-897;NC:898-933;TM:934-954;CY:955-965;TM:966-991;NC:992-1003;TM:1004-1026;CY:1027-1037;TM:1038-1058;NC:1059-1063;TM:1064-1081;CY:1082-1154;TM:1155-1172;NC:1173-1182;TM:1183-1203;CY:1204-1492,Cell membrane (Multi-pass membrane protein),Alternative splicing;ATP-binding;Cell membrane;Complete proteome;Membrane;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Basolateral cell membrane|Cell membrane|Lateral cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Basolateral cell membrane [Multi-pass membrane protein] pmids=12566991|15256465|23087055|35307651; Lateral cell membrane [Multi-pass membrane protein] pmids=12566991|15256465|23087055|35307651; Cell membrane [Multi-pass membrane protein] pmids=12566991|15256465|23087055|35307651 || external_surface: SURFY positive surfaceome member tm_domains=19 topology=SP:1-16;NC:17-31;TM:32-50;CY:51-69;TM:70-90;NC:91-101;TM:102-122;CY:123-133;TM:134-154;NC:155-168;TM:169-190;CY:191-284;TM:285-311;NC:312-322;TM:323-340;CY:341-392;TM:393-415;NC:416-420;TM:421-441;CY:442-504;TM:505-527;NC:528-538;TM:539-562;CY:563-878;TM:879-897;NC:898-933;TM:934-954;CY:955-965;TM:966-991;NC:992-1003;TM:1004-1026;CY:1027-1037;TM:1038-1058;NC:1059-1063;TM:1064-1081;CY:1082-1154;TM:1155-1172;NC:1173-1182;TM:1183-1203;CY:1204-1492,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
